ZIP_Code	CITY_NAME	ST_ABBREV	SERVICE_Avail
66030	GARDNER	KS	Fiber
28387	SOUTHERN PINES	NC	Fiber
07461	SUSSEX	NJ	Fiber
64093	WARRENSBURG	MO	Fiber
44820	BUCYRUS	OH	Fiber
44011	AVON	OH	Fiber
77345	KINGWOOD	TX	Fiber
28584	SWANSBORO	NC	Fiber
44012	AVON LAKE	OH	Fiber
27944	HERTFORD	NC	Fiber
28574	RICHLANDS	NC	Fiber
65560	SALEM	MO	Fiber
75751	ATHENS	TX	Fiber
17015	CARLISLE	PA	Fiber
46580	WARSAW	IN	Fiber
27896	WILSON	NC	Fiber
75142	KAUFMAN	 	Fiber
07871	SPARTA	NJ	Fiber
77868	NAVASOTA	TX	Fiber
54656	SPARTA	WI	Fiber
17552	MOUNT JOY	PA	Fiber
27203	ASHEBORO	NC	Fiber
77396	HUMBLE	TX	Fiber
27850	LITTLETON	NC	Fiber
27592	WILLOW SPRING	NC	Fiber
37363	OOLTEWAH	TN	Fiber
44906	MANSFIELD	OH	Fiber
27574	ROXBORO	NC	Fiber
28630	GRANITE FALLS	NC	Fiber
53913	BARABOO	WI	Fiber
44089	VERMILION	OH	Fiber
28539	HUBERT	NC	Fiber
17225	GREENCASTLE	PA	Fiber
76528	GATESVILLE	TX	Fiber
22902	CHARLOTTESVILLE	VA	Fiber
27344	SILER CITY	NC	Fiber
28557	MOREHEAD CITY	NC	Fiber
28337	ELIZABETHTOWN	NC	Fiber
46733	DECATUR	IN	Fiber
65810	SPRINGFIELD	MO	Fiber
43545	NAPOLEON	OH	Fiber
44485	WARREN	OH	Fiber
36037	GREENVILLE	AL	Fiber
24055	BASSETT	VA	Fiber
54143	MARINETTE	WI	Fiber
45804	LIMA	OH	Fiber
29902	BEAUFORT	SC	Fiber
28466	WALLACE	NC	Fiber
27524	FOUR OAKS	NC	Fiber
24592	SOUTH BOSTON	VA	Fiber
27376	WEST END	NC	Fiber
22911	CHARLOTTESVILLE	VA	Fiber
24450	LEXINGTON	VA	Fiber
24382	WYTHEVILLE	VA	Fiber
23901	FARMVILLE	VA	Fiber
76266	SANGER	TX	Fiber
75757	BULLARD	TX	Fiber
44055	LORAIN	OH	Fiber
44053	LORAIN	OH	Fiber
72455	POCAHONTAS	AR	Fiber
44654	MILLERSBURG	OH	Fiber
45320	EATON	OH	Fiber
24354	MARION	VA	Fiber
28612	CONNELLY SPRINGS	NC	Fiber
27959	NAGS HEAD	NC	Fiber
27983	WINDSOR	NC	Fiber
72719	CENTERTON	AR	Fiber
37683	MOUNTAIN CITY	TN	Fiber
28551	LA GRANGE	NC	Fiber
22963	PALMYRA	VA	Fiber
27525	FRANKLINTON	NC	Fiber
37617	BLOUNTVILLE	TN	Fiber
47960	MONTICELLO	IN	Fiber
27958	MOYOCK	NC	Fiber
37663	KINGSPORT	TN	Fiber
29138	SALUDA	SC	Fiber
63390	WRIGHT CITY	MO	Fiber
43338	MOUNT GILEAD	OH	Fiber
45891	VAN WERT	OH	Fiber
36561	ORANGE BEACH	AL	Fiber
28377	RED SPRINGS	NC	Fiber
72801	RUSSELLVILLE	AR	Fiber
46534	KNOX	IN	Fiber
54636	HOLMEN	WI	Fiber
46567	SYRACUSE	IN	Fiber
36305	DOTHAN	AL	Fiber
75758	CHANDLER	TX	Fiber
43031	JOHNSTOWN	OH	Fiber
17512	COLUMBIA	PA	Fiber
28580	SNOW HILL	NC	Fiber
35555	FAYETTE	AL	Fiber
27306	MOUNT GILEAD	NC	Fiber
54603	LA CROSSE	WI	Fiber
27025	MADISON	NC	Fiber
37642	CHURCH HILL	TN	Fiber
35768	SCOTTSBORO	AL	Fiber
27573	ROXBORO	NC	Fiber
44904	MANSFIELD	OH	Fiber
35570	HAMILTON	AL	Fiber
36567	ROBERTSDALE	AL	Fiber
44875	SHELBY	OH	Fiber
28513	AYDEN	NC	Fiber
36420	ANDALUSIA	AL	Fiber
37650	ERWIN	TN	Fiber
66083	SPRING HILL	KS	Fiber
46582	WARSAW	IN	Fiber
76571	SALADO	TX	Fiber
27542	KENLY	NC	Fiber
27371	TROY	NC	Fiber
35125	PELL CITY	AL	Fiber
44905	MANSFIELD	OH	Fiber
72160	STUTTGART	AR	Fiber
43567	WAUSEON	OH	Fiber
53818	PLATTEVILLE	WI	Fiber
31320	MIDWAY	GA	Fiber
64060	KEARNEY	MO	Fiber
44907	MANSFIELD	OH	Fiber
47371	PORTLAND	IN	Fiber
44667	ORRVILLE	OH	Fiber
16002	BUTLER	PA	Fiber
47978	RENSSELAER	IN	Fiber
45152	MORROW	OH	Fiber
76210	DENTON	TX	Fiber
36467	OPP	AL	Fiber
36078	TALLASSEE	AL	Fiber
24343	HILLSVILLE	VA	Fiber
28594	EMERALD ISLE	NC	Fiber
17350	NEW OXFORD	PA	Fiber
65453	CUBA	MO	Fiber
46761	LAGRANGE	IN	Fiber
43558	SWANTON	OH	Fiber
75752	ATHENS	TX	Fiber
53532	DEFOREST	WI	Fiber
65711	MOUNTAIN GROVE	MO	Fiber
16057	SLIPPERY ROCK	PA	Fiber
35128	PELL CITY	AL	Fiber
28394	VASS	NC	Fiber
28307	FORT LIBERTY	NC	Fiber
27822	ELM CITY	NC	Fiber
27589	WARRENTON	NC	Fiber
76634	CLIFTON	TX	Fiber
27823	ENFIELD	NC	Fiber
46184	WHITELAND	IN	Fiber
27817	CHOCOWINITY	NC	Fiber
36310	ABBEVILLE	AL	Fiber
46040	FORTVILLE	IN	Fiber
27028	MOCKSVILLE	NC	Fiber
27927	COROLLA	NC	Fiber
36421	ANDALUSIA	AL	Fiber
48723	CARO	MI	Fiber
27882	SPRING HOPE	NC	Fiber
72958	WALDRON	AR	Fiber
54806	ASHLAND	WI	Fiber
28463	TABOR CITY	NC	Fiber
28586	VANCEBORO	NC	Fiber
28326	CAMERON	NC	Fiber
28398	WARSAW	NC	Fiber
70525	CHURCH POINT	LA	Fiber
64079	PLATTE CITY	MO	Fiber
29059	HOLLY HILL	SC	Fiber
44481	WARREN	OH	Fiber
64744	EL DORADO SPRINGS	MO	Fiber
36323	ELBA	AL	Fiber
43331	LAKEVIEW	OH	Fiber
27828	FARMVILLE	NC	Fiber
76446	DUBLIN	TX	Fiber
27048	STONEVILLE	NC	Fiber
22968	RUCKERSVILLE	VA	Fiber
75147	MABANK	TX	Fiber
72834	DARDANELLE	AR	Fiber
45833	DELPHOS	OH	Fiber
36322	DALEVILLE	AL	Fiber
44054	SHEFFIELD LAKE	OH	Fiber
70647	IOWA	LA	Fiber
46550	NAPPANEE	IN	Fiber
46143	GREENWOOD	IN	Fiber
75065	LAKE DALLAS	TX	Fiber
27962	PLYMOUTH	NC	Fiber
43019	FREDERICKTOWN	OH	Fiber
36551	LOXLEY	AL	Fiber
71342	JENA	LA	Fiber
63664	POTOSI	MO	Fiber
75428	COMMERCE	TX	Fiber
70512	ARNAUDVILLE	LA	Fiber
29048	EUTAWVILLE	SC	Fiber
28431	CHADBOURN	NC	Fiber
54615	BLACK RIVER FALLS	WI	Fiber
36530	ELBERTA	AL	Fiber
28690	VALDESE	NC	Fiber
35096	LINCOLN	AL	Fiber
47001	AURORA	IN	Fiber
36345	HEADLAND	AL	Fiber
70648	KINDER	LA	Fiber
44444	NEWTON FALLS	OH	Fiber
08889	WHITEHOUSE STATION	NJ	Fiber
48166	NEWPORT	MI	Fiber
36375	SLOCOMB	AL	Fiber
36350	MIDLAND CITY	AL	Fiber
72472	TRUMANN	AR	Fiber
37641	CHUCKEY	TN	Fiber
63362	MOSCOW MILLS	MO	Fiber
17340	LITTLESTOWN	PA	Fiber
23970	SOUTH HILL	VA	Fiber
28530	GRIFTON	NC	Fiber
64429	CAMERON	MO	Fiber
28697	WILKESBORO	NC	Fiber
27954	MANTEO	NC	Fiber
78373	PORT ARANSAS	TX	Fiber
65584	SAINT ROBERT	MO	Fiber
46795	WOLCOTTVILLE	IN	Fiber
27874	SCOTLAND NECK	NC	Fiber
63552	MACON	MO	Fiber
07419	HAMBURG	NJ	Fiber
76249	KRUM	TX	Fiber
76449	GRAFORD	TX	Fiber
71667	STAR CITY	AR	Fiber
72751	PEA RIDGE	AR	Fiber
64076	ODESSA	MO	Fiber
24590	SCOTTSVILLE	VA	Fiber
08502	BELLE MEAD	NJ	Fiber
76078	RHOME	TX	Fiber
46037	FISHERS	IN	Fiber
28458	ROSE HILL	NC	Fiber
17020	DUNCANNON	PA	Fiber
22932	CROZET	VA	Fiber
46506	BREMEN	IN	Fiber
70441	GREENSBURG	LA	Fiber
38310	ADAMSVILLE	TN	Fiber
35769	SCOTTSBORO	AL	Fiber
46996	WINAMAC	IN	Fiber
17074	NEWPORT	PA	Fiber
28609	CATAWBA	NC	Fiber
23824	BLACKSTONE	VA	Fiber
36549	LILLIAN	AL	Fiber
24416	BUENA VISTA	VA	Fiber
54177	WAUSAUKEE	WI	Fiber
71075	SPRINGHILL	LA	Fiber
76539	KEMPNER	TX	Fiber
27529	GARNER	NC	Fiber
27891	WHITAKERS	NC	Fiber
70584	SUNSET	LA	Fiber
27807	BAILEY	NC	Fiber
17236	MERCERSBURG	PA	Fiber
54153	OCONTO	WI	Fiber
65548	MOUNTAIN VIEW	MO	Fiber
63348	FORISTELL	MO	Fiber
72855	PARIS	AR	Fiber
08833	LEBANON	NJ	Fiber
27557	MIDDLESEX	NC	Fiber
24319	CHILHOWIE	VA	Fiber
46562	PIERCETON	IN	Fiber
17059	MIFFLINTOWN	PA	Fiber
72081	JUDSONIA	AR	Fiber
72010	BALD KNOB	AR	Fiber
28339	ERWIN	NC	Fiber
36340	GENEVA	AL	Fiber
65809	SPRINGFIELD	MO	Fiber
27837	GRIMESLAND	NC	Fiber
44902	MANSFIELD	OH	Fiber
27377	WHITSETT	NC	Fiber
71639	DUMAS	AR	Fiber
27571	ROLESVILLE	NC	Fiber
27864	PINETOPS	NC	Fiber
65712	MOUNT VERNON	MO	Fiber
28621	ELKIN	NC	Fiber
27805	AULANDER	NC	Fiber
45875	OTTAWA	OH	Fiber
43502	ARCHBOLD	OH	Fiber
24078	COLLINSVILLE	VA	Fiber
24251	GATE CITY	VA	Fiber
27521	COATS	NC	Fiber
07823	BELVIDERE	NJ	Fiber
27855	MURFREESBORO	NC	Fiber
44813	BELLVILLE	OH	Fiber
44270	RITTMAN	OH	Fiber
72823	ATKINS	AR	Fiber
37640	BUTLER	TN	Fiber
65606	ALTON	MO	Fiber
27871	ROBERSONVILLE	NC	Fiber
46538	LEESBURG	IN	Fiber
65041	HERMANN	MO	Fiber
36344	HARTFORD	AL	Fiber
36049	LUVERNE	AL	Fiber
28555	MAYSVILLE	NC	Fiber
48616	CHESANING	MI	Fiber
36576	SILVERHILL	AL	Fiber
22973	STANARDSVILLE	VA	Fiber
28642	JONESVILLE	NC	Fiber
24054	AXTON	VA	Fiber
43756	MCCONNELSVILLE	OH	Fiber
66006	BALDWIN CITY	KS	Fiber
36477	SAMSON	AL	Fiber
65791	THAYER	MO	Fiber
28651	MILLERS CREEK	NC	Fiber
36352	NEWTON	AL	Fiber
72176	WARD	AR	Fiber
35442	ALICEVILLE	AL	Fiber
16033	EVANS CITY	PA	Fiber
37681	LIMESTONE	TN	Fiber
17547	MARIETTA	PA	Fiber
64067	LEXINGTON	MO	Fiber
43025	HEBRON	OH	Fiber
16662	MARTINSBURG	PA	Fiber
27925	COLUMBIA	NC	Fiber
36580	SUMMERDALE	AL	Fiber
65010	ASHLAND	MO	Fiber
78633	GEORGETOWN	TX	Fiber
54848	LADYSMITH	WI	Fiber
17751	MILL HALL	PA	Fiber
72042	DE WITT	AR	Fiber
70591	WELSH	LA	Fiber
54669	WEST SALEM	WI	Fiber
07930	CHESTER	NJ	Fiber
72454	PIGGOTT	AR	Fiber
70554	MAMOU	LA	Fiber
36528	DAUPHIN ISLAND	AL	Fiber
44047	JEFFERSON	OH	Fiber
76559	NOLANVILLE	TX	Fiber
23930	CREWE	VA	Fiber
72713	BENTONVILLE	AR	Fiber
45732	GLOUSTER	OH	Fiber
46711	BERNE	IN	Fiber
71082	VIVIAN	LA	Fiber
46366	NORTH JUDSON	IN	Fiber
78665	ROUND ROCK	TX	Fiber
07830	CALIFON	NJ	Fiber
23192	MONTPELIER	VA	Fiber
65473	FORT LEONARD WOOD	MO	Fiber
27970	ROPER	NC	Fiber
24517	ALTAVISTA	VA	Fiber
66736	FREDONIA	KS	Fiber
27569	PRINCETON	NC	Fiber
53805	BOSCOBEL	WI	Fiber
07827	MONTAGUE	NJ	Fiber
48467	PORT AUSTIN	MI	Fiber
28673	SHERRILLS FORD	NC	Fiber
17554	MOUNTVILLE	PA	Fiber
76259	PONDER	TX	Fiber
72762	SPRINGDALE	AR	Fiber
37692	UNICOI	TN	Fiber
46106	BARGERSVILLE	IN	Fiber
37818	MOSHEIM	TN	Fiber
66436	HOLTON	KS	Fiber
54165	SEYMOUR	WI	Fiber
27810	BELHAVEN	NC	Fiber
35054	CROPWELL	AL	Fiber
27809	BATTLEBORO	NC	Fiber
54771	THORP	WI	Fiber
28544	MIDWAY PARK	NC	Fiber
22947	KESWICK	VA	Fiber
45810	ADA	OH	Fiber
16673	ROARING SPRING	PA	Fiber
66064	OSAWATOMIE	KS	Fiber
66032	GARNETT	KS	Fiber
43731	CROOKSVILLE	OH	Fiber
17307	BIGLERVILLE	PA	Fiber
45817	BLUFFTON	OH	Fiber
27614	RALEIGH	NC	Fiber
63461	PALMYRA	MO	Fiber
29332	CROSS HILL	SC	Fiber
37658	HAMPTON	TN	Fiber
72422	CORNING	AR	Fiber
28694	WEST JEFFERSON	NC	Fiber
28453	MAGNOLIA	NC	Fiber
72442	MANILA	AR	Fiber
28323	BUNNLEVEL	NC	Fiber
65806	SPRINGFIELD	MO	Fiber
37665	KINGSPORT	TN	Fiber
43324	HUNTSVILLE	OH	Fiber
53530	DARLINGTON	WI	Fiber
65360	WINDSOR	MO	Fiber
37616	AFTON	TN	Fiber
43143	MOUNT STERLING	OH	Fiber
44606	APPLE CREEK	OH	Fiber
72007	AUSTIN	AR	Fiber
63445	KAHOKA	MO	Fiber
07416	FRANKLIN	NJ	Fiber
35592	VERNON	AL	Fiber
63456	MONROE CITY	MO	Fiber
47043	VEVAY	IN	Fiber
08801	ANNANDALE	NJ	Fiber
61074	SAVANNA	IL	Fiber
27883	STANTONSBURG	NC	Fiber
28571	ORIENTAL	NC	Fiber
54545	MANITOWISH WATERS	WI	Fiber
08809	CLINTON	NJ	Fiber
27209	BISCOE	NC	Fiber
72718	CAVE SPRINGS	AR	Fiber
72046	ENGLAND	AR	Fiber
47390	UNION CITY	IN	Fiber
47040	RISING SUN	IN	Fiber
46555	NORTH WEBSTER	IN	Fiber
23974	VICTORIA	VA	Fiber
28382	ROSEBORO	NC	Fiber
71465	OLLA	LA	Fiber
17007	BOILING SPRINGS	PA	Fiber
08826	GLEN GARDNER	NJ	Fiber
45308	BRADFORD	OH	Fiber
22936	EARLYSVILLE	VA	Fiber
72040	DES ARC	AR	Fiber
36351	NEW BROCKTON	AL	Fiber
27325	ROBBINS	NC	Fiber
43310	BELLE CENTER	OH	Fiber
07848	LAFAYETTE	NJ	Fiber
37690	TELFORD	TN	Fiber
46148	KNIGHTSTOWN	IN	Fiber
43532	LIBERTY CENTER	OH	Fiber
54534	HURLEY	WI	Fiber
27229	CANDOR	NC	Fiber
27027	MAYODAN	NC	Fiber
46554	NORTH LIBERTY	IN	Fiber
67544	HOISINGTON	KS	Fiber
35447	CARROLLTON	AL	Fiber
17053	MARYSVILLE	PA	Fiber
27924	COLERAIN	NC	Fiber
76544	FORT CAVAZOS	TX	Fiber
65619	BROOKLINE	MO	Fiber
27832	GASTON	NC	Fiber
27243	EFLAND	NC	Fiber
27041	PILOT MOUNTAIN	NC	Fiber
71227	CHOUDRANT	LA	Fiber
72461	RECTOR	AR	Fiber
72064	HAZEN	AR	Fiber
27890	WELDON	NC	Fiber
27812	BETHEL	NC	Fiber
66523	OSAGE CITY	KS	Fiber
07462	VERNON	NJ	Fiber
48453	MARLETTE	MI	Fiber
16053	RENFREW	PA	Fiber
08825	FRENCHTOWN	NJ	Fiber
54512	BOULDER JUNCTION	WI	Fiber
27939	GRANDY	NC	Fiber
17264	THREE SPRINGS	PA	Fiber
08827	HAMPTON	NJ	Fiber
71770	WALDO	AR	Fiber
27816	CASTALIA	NC	Fiber
72024	CARLISLE	AR	Fiber
27281	JACKSON SPRINGS	NC	Fiber
53956	RANDOLPH	WI	Fiber
28547	CAMP LEJEUNE	NC	Fiber
72101	MC CRORY	AR	Fiber
63435	CANTON	MO	Fiber
43551	PERRYSBURG	OH	Fiber
72366	MARVELL	AR	Fiber
22923	BARBOURSVILLE	VA	Fiber
63341	DEFIANCE	MO	Fiber
28610	CLAREMONT	NC	Fiber
46571	TOPEKA	IN	Fiber
47562	ODON	IN	Fiber
43348	RUSSELLS POINT	OH	Fiber
66062	OLATHE	KS	Fiber
17084	REEDSVILLE	PA	Fiber
27806	AURORA	NC	Fiber
28526	DOVER	NC	Fiber
22974	TROY	VA	Fiber
28315	ABERDEEN	NC	Fiber
44430	LEAVITTSBURG	OH	Fiber
27976	SOUTH MILLS	NC	Fiber
28523	COVE CITY	NC	Fiber
17063	MILROY	PA	Fiber
36009	BRANTLEY	AL	Fiber
07863	OXFORD	NJ	Fiber
44637	KILLBUCK	OH	Fiber
43758	MALTA	OH	Fiber
31315	FORT STEWART	GA	Fiber
27957	MERRY HILL	NC	Fiber
17252	SAINT THOMAS	PA	Fiber
43516	DESHLER	OH	Fiber
38672	SOUTHAVEN	MS	Fiber
54630	GALESVILLE	WI	Fiber
27597	ZEBULON	NC	Fiber
64016	BUCKNER	MO	Fiber
67063	HILLSBORO	KS	Fiber
54661	TREMPEALEAU	WI	Fiber
47923	BROOKSTON	IN	Fiber
29163	VANCE	SC	Fiber
71378	WISNER	LA	Fiber
44473	VIENNA	OH	Fiber
27880	SIMS	NC	Fiber
29935	PORT ROYAL	SC	Fiber
46747	HUDSON	IN	Fiber
46787	SOUTH WHITLEY	IN	Fiber
28450	LAKE WACCAMAW	NC	Fiber
28464	TEACHEY	NC	Fiber
72944	MANSFIELD	AR	Fiber
46740	GENEVA	IN	Fiber
66439	HORTON	KS	Fiber
36319	COLUMBIA	AL	Fiber
72437	LAKE CITY	AR	Fiber
44822	BUTLER	OH	Fiber
27980	TYNER	NC	Fiber
70582	SAINT MARTINVILLE	LA	Fiber
28510	ARAPAHOE	NC	Fiber
17065	MOUNT HOLLY SPRINGS	PA	Fiber
46732	CROMWELL	IN	Fiber
66061	OLATHE	KS	Fiber
46051	LAPEL	IN	Fiber
67526	ELLINWOOD	KS	Fiber
67579	STERLING	KS	Fiber
28538	HOOKERTON	NC	Fiber
17304	ASPERS	PA	Fiber
27928	CRESWELL	NC	Fiber
29692	WARE SHOALS	SC	Fiber
65081	TIPTON	MO	Fiber
27808	BATH	NC	Fiber
16066	CRANBERRY TOWNSHIP	PA	Fiber
08829	HIGH BRIDGE	NJ	Fiber
70543	IOTA	LA	Fiber
46784	ROME CITY	IN	Fiber
72940	HUNTINGTON	AR	Fiber
27829	FOUNTAIN	NC	Fiber
64644	HAMILTON	MO	Fiber
72029	CLARENDON	AR	Fiber
72438	LEACHVILLE	AR	Fiber
43527	HOLGATE	OH	Fiber
47977	REMINGTON	IN	Fiber
31316	LUDOWICI	GA	Fiber
23922	BURKEVILLE	VA	Fiber
43469	WOODVILLE	OH	Fiber
28529	GRANTSBORO	NC	Fiber
46929	FLORA	IN	Fiber
66021	EDGERTON	KS	Fiber
17344	MC SHERRYSTOWN	PA	Fiber
17601	LANCASTER	PA	Fiber
47951	KENTLAND	IN	Fiber
23146	ROCKVILLE	VA	Fiber
64491	TARKIO	MO	Fiber
27824	ENGELHARD	NC	Fiber
15545	HYNDMAN	PA	Fiber
27317	RANDLEMAN	NC	Fiber
23950	LA CROSSE	VA	Fiber
35135	RIVERSIDE	AL	Fiber
64454	GOWER	MO	Fiber
44843	LUCAS	OH	Fiber
54616	BLAIR	WI	Fiber
27559	MONCURE	NC	Fiber
17224	FORT LOUDON	PA	Fiber
35235	BIRMINGHAM	AL	Fiber
47018	DILLSBORO	IN	Fiber
43557	STRYKER	OH	Fiber
47946	FRANCESVILLE	IN	Fiber
53598	WINDSOR	WI	Fiber
27986	WINTON	NC	Fiber
37694	WATAUGA	TN	Fiber
27576	SELMA	NC	Fiber
28682	TERRELL	NC	Fiber
28635	HAYS	NC	Fiber
45812	ALGER	OH	Fiber
17502	BAINBRIDGE	PA	Fiber
27981	WANCHESE	NC	Fiber
27947	JARVISBURG	NC	Fiber
47995	WOLCOTT	IN	Fiber
43320	EDISON	OH	Fiber
27843	HOBGOOD	NC	Fiber
76554	LITTLE RIVER ACADEMY	TX	Fiber
27235	COLFAX	NC	Fiber
72055	GILLETT	AR	Fiber
72036	COTTON PLANT	AR	Fiber
66013	BUCYRUS	KS	Fiber
27966	POWELLS POINT	NC	Fiber
72082	KENSETT	AR	Fiber
63332	AUGUSTA	MO	Fiber
47948	GOODLAND	IN	Fiber
27884	STOKES	NC	Fiber
23047	DOSWELL	VA	Fiber
76513	BELTON	TX	Fiber
27517	CHAPEL HILL	NC	Fiber
27979	SUNBURY	NC	Fiber
27926	CORAPEAKE	NC	Fiber
27885	SWANQUARTER	NC	Fiber
46705	ASHLEY	IN	Fiber
43443	LUCKEY	OH	Fiber
